Marka,Seri,Model,Başlik,Yakit,Vites,Kilometre,Yil,Price;
Volkswagen,Passat,1.4 TSI BlueMotion Highline,2012 MODEL HIGHLINE PAKET 140.000 KMDE OTOMATİK VİTES PASSAT,Benzin,Yarı Otomatik,140.000,2012,145.000 TL;
Volkswagen,VW CC,1.4 TSI Sportline,2013 MODEL VW CC 1.4 TSI HATASIZ,Benzin,Yarı Otomatik,71.000,2013,160.000 TL;
Toyota,Yaris,1.33 Fun Special Skypack,2015 TOYOTA YARİS 1.33 FUN SPECİAL SKYPACK CAM TAVN OTOMATİK VTS,Benzin,Yarı Otomatik,63.000,2015,109.900 TL;
BMW,3 Serisi,320i ED 40th Year Edition,SAHİBİNDEN SATILIK 3.20 TERTEMİZ 19'JANT SIFIR LASTİKLER,Benzin,Yarı Otomatik,98.000,2015,275.000 TL;
BMW,4 Serisi,418i M Sport,AKBOZ GARAGE'BMW 4.18i COUPE MSPORT DEĞİŞENSİZ EXTRALI BAKIMLI,Benzin,Yarı Otomatik,130.000,2016,265.000 TL;
BMW,5 Serisi,520i Premium,6.40 Motors'dan Hatasız Boyasız Premium Paket,Benzin,Yarı Otomatik,122.000,2014,259.000 TL;
Peugeot,207,1.6 VTi Premium,Sahibinden bir kuruş masrafsız arac,Benzin,Yarı Otomatik,67.000,2008,75.000 TL;
Volkswagen,Polo,1.0 TSI Highline,2017 POLO 1.0 TSI HİGLİNE HATASIZ BOYASIZ,Benzin,Yarı Otomatik,24.000,2017,142.500 TL;
BMW,4 Serisi,418i Gran Coupe Prestige,07MOTORS DAN HATASIZ 4.18İ GRAN COUPE,Benzin,Yarı Otomatik,107.000,2015,262.500 TL;
BMW,3 Serisi,320i ED 40th Year Edition,BORUSAN OTOMOTİV BMW YETKİLİ SERVİSİNDEN 14.900 KM DE GARAJ ARAC,Benzin,Yarı Otomatik,14.900,2016,299.000 TL;
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency AMG,ARAJ GARAJ ARABADSIDIR HATA BOYA YOK,Benzin,Yarı Otomatik,146.000,2011,156.000 TL;
BMW,3 Serisi,320i ED Sport Line,En iyi fiyat garantili,Benzin,Yarı Otomatik,79.000,2015,213.500 TL;
Renault,Clio,1.2 Turbo Icon,SAHİBİNDEN!! HATASIZ BOYASIZ TAMAMEN ORJİNAL..,Benzin,Yarı Otomatik,11.600,2017,124.500 TL;
Mercedes - Benz,A Serisi,A 200 BlueEfficiency AMG,2017 Mercedes A200 Amg 7G-Tct / 24.000 km / Hatasız,Benzin,Yarı Otomatik,24.000,2017,237.000 TL;
Volkswagen,Passat Variant,1.4 TSI BlueMotion Comfortline,sahibinden değişensiz orjinal,Benzin,Yarı Otomatik,175.000,2011,125.000 TL;
Opel,Corsa,1.4 Enjoy,YORULMAZ GAERİDEN BOYASIZ DEĞİŞENSİZ TRAMERSİZ OTOMATİK DÜŞÜK KM,Benzin,Yarı Otomatik,42.000,2016,110.750 TL;
Renault,Megane,1.2 TCe Touch,MET AUTO'DAN 2016 MEGANE TOUCH OTOMATİK HATASIZ BOYASIZ,Benzin,Yarı Otomatik,39.000,2016,136.000 TL;
Opel,Corsa,1.2 Enjoy,BOYASIZ /// ENJOY /// OTOMATİK 119.OOO KM DE,Benzin,Yarı Otomatik,119.000,2004,56.750 TL;
Buick,Riviera,3.8,GARAGE 1996 BUICK RIVIERA 3.8 SUPERCHARGER,Benzin,Yarı Otomatik,154.447,1996,245.000 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Trendline,FULL 2011 PASSAT F1 VİTES DSG,Benzin,Yarı Otomatik,79.000,2011,136.500 TL;
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency Fascination,ER AKMAZ'DAN 2010 MOD. C180 KOMP.HATASIZ BOYASIZ,Benzin,Yarı Otomatik,165.000,2010,154.500 TL;
BMW,3 Serisi,316i M Sport,Hatasız - 94BİN KM - YENİ LASTİK - ÖZEL RENK,Benzin,Yarı Otomatik,94.000,2014,220.000 TL;
Volkswagen,VW CC,1.4 TSI Exclusive,HATASIZ BOYASIZ TRAMERSİZ 81.000KM'DE 150 HP GARANTİLİ CC,Benzin,Yarı Otomatik,81.000,2015,207.500 TL;
Mercedes - Benz,C Serisi,C 180 Komp. BlueEfficiency Diamond,KARAT MOTORS 2012 C180 KOMP BLUEFFİCİENCY DİAMOND AMG 5 İLERİ,Benzin,Yarı Otomatik,203.000,2012,168.500 TL;
Volkswagen,Golf,1.6 FSI Comfortline,## GOLF 5 DSG 6 İLERİ ##,Benzin,Yarı Otomatik,166.000,2004,68.000 TL;
BMW,3 Serisi,320i ED 40th Year Edition,OTONAM 2015 BMW 3.20i ED 40th YEAR EDITION BOYASIZ İÇİ BEYAZ,Benzin,Yarı Otomatik,109.000,2015,265.000 TL;
BMW,3 Serisi,316i Technology,Sıfır ayarında nokta hatasız değişensiz tramersiz 3.16i,Benzin,Yarı Otomatik,189.000,2013,179.999 TL;
Audi,TT,2.0 TFSI S,2008 AUDİ TT S-LİNE 2.0 TFSI S CABRİO KIRMIZI ÖZEL SİPARİŞ,Benzin,Yarı Otomatik,225.000,2008,169.999 TL;
"Audi,A6,A6 Sedan 2.0 TFSI Quattro,"""""" AYDINCAN AUTO """"2017 AUDİ A6 2.0 TFSİ QUATTRO 25 BİN KM HATASIZ"",Benzin,Yarı Otomatik,25.000,2017,475.000 TL";
Volkswagen,Golf,1.4 TSI Highline,KENT AUTO 2014/2015 ÇIKIŞLI VOLKSWAGEN GOLF/HİGHLİNE/U LED,Benzin,Yarı Otomatik,76.500,2014,122.750 TL;
Toyota,Yaris,1.33 Terra Sporty,2011 MODEL TOYOTA YARİS 1.33 TERRA 29 BİN KM DE,Benzin,Yarı Otomatik,29.000,2011,73.750 TL;
Volkswagen,Scirocco,1.4 TSI Sportline,DEĞİŞENSİZ!! 160HP DSG!! SPORTLİNE SCİROCCO!! 2 PARÇA BOYALI!!,Benzin,Yarı Otomatik,239.000,2010,83.900 TL;
Peugeot,308,1.6 THP Sportium,İHTİYAÇ DAN,Benzin,Yarı Otomatik,152.800,2011,76.500 TL;
Volkswagen,VW CC,1.4 TSI Sportline,ÖZDAŞ OTOMOTİV DEN 2015 CC KATLANIR AYNA +GERİ GÖRÜŞ+ANHTRSZ ÇLŞ,Benzin,Yarı Otomatik,119.000,2015,164.500 TL;
Toyota,Auris,1.6 Active,HASMER Ankara-2016 Auris 1.6 Active Multidrive S,Benzin,Yarı Otomatik,28.250,2016,137.000 TL;
Volkswagen,Jetta,1.4 TSI BlueMotion Trendline,2015 MDL+BOYASIZ+46 BİN KM'DE+İÇİ BEJ+ İLK SHBNDN+ÇİZİ­KSİZ+SIFIR,Benzin,Yarı Otomatik,46.000,2015,141.000 TL;
Mercedes - Benz,E Serisi,E 250 Elite,DOĞUŞ MOTORS-MERCEDES E250 ELİTE,Benzin,Yarı Otomatik,82.000,2014,320.000 TL;
Volkswagen,Golf,1.2 TSI Comfortline,TÜRKİYE DE TEK . GOLF OTOMATIK 20 BİN DE,Benzin,Yarı Otomatik,20.000,2016,157.000 TL;
Volkswagen,Jetta,1.4 TSI Trendline,2014 MODEL JETTA 1.4 TSİ OTOMATİK 55.ooo KM DE HATASIZ,Benzin,Yarı Otomatik,55.000,2014,106.900 TL;
Volkswagen,Jetta,1.6 Midline,sadece 148 binde otomatik jetta,Benzin,Yarı Otomatik,148.000,2007,71.950 TL;
Opel,Corsa,1.2 Enjoy,2007 OPEL CORSA 1.2 ENJOY OTOMATİK,Benzin,Yarı Otomatik,123.000,2007,59.500 TL;
Volkswagen,Golf,1.6 FSI Comfortline Plus,otomatik golf 5,Benzin,Yarı Otomatik,214.000,2006,72.000 TL;
Mercedes - Benz,A Serisi,A 200 AMG,DAN MOTORS 2019 MODEL A 200 AMG 1100KM HATASIZ BOYASIZ TRAMERSİZ,Benzin,Yarı Otomatik,1.100,2019,346.000 TL;
Renault,Clio,1.0 TCe Icon,SAHİBİNDEN SIFIR ÖZEL PLAKALI SATILIK,Benzin,Yarı Otomatik,1.900,2020,153.900 TL;
Volkswagen,Jetta,1.4 TSI BlueMotion Highline,Çiftçiler Auto dan 2017 model jetta 1.4 TSI bluemotion highline,Benzin,Yarı Otomatik,50.000,2017,152.999 TL;
Opel,Corsa,1.0 ECO Club,Sahibinden OTOMATİK Düşük Km Opel Corsa,Benzin,Yarı Otomatik,159.000,2002,45.000 TL;
Volkswagen,Golf,1.2 TSI Midline Plus,Sahibinden 2014 ModeL Golf 7 Hatasız Hasar kayıtsız Boyasız,Benzin,Yarı Otomatik,73.850,2014,132.500 TL;
Volkswagen,Jetta,1.2 TSI Trendline,MEMURDAN 92.500 kmde TEMİZ JETTA DSG,Benzin,Yarı Otomatik,92.500,2015,117.000 TL;
BMW,5 Serisi,520i Comfort,SAHİBİNDEN HATASIZ//SUNROO­F//HAFIZA//ISITM­A//E.DİREKSİYON,Benzin,Yarı Otomatik,139.700,2013,239.500 TL;
Toyota,Corolla,1.6 Advance,2018 COROLLA İLK SAHİBİNDEN,Benzin,Yarı Otomatik,14.000,2018,147.500 TL;
BMW,1 Serisi,118i Joy Plus,''NOVİ GARAGE'' 2016 BMW 1.18i JOY PLUS 76.000 KM KATLANIR AYNA,Benzin,Yarı Otomatik,76.000,2016,186.500 TL;
Skoda,Rapid,1.0 TSI GreenTec Spaceback Style,''NOVİ GARAGE'' 2017 SKODA RAPİD STYLE 54.000KM HATASIZ BOYASIZ,Benzin,Yarı Otomatik,54.000,2017,121.500 TL;
Skoda,Rapid,1.0 TSI GreenTec Spaceback Style,''NOVİ GARAGE'' 2017 SKODA RAPİD STYLE 54.000KM HATASIZ BOYASIZ,Benzin,Yarı Otomatik,54.000,2017,121.500 TL;
Mercedes - Benz,S Serisi,S 500 500 L,MEKANİK GARAJ - MERCEDES BENZ S500 LONG AMG,Benzin,Yarı Otomatik,170.000,2006,320.000 TL;
Fiat,Punto,Grande 1.4 Fire S&S,doktordan full paket sunrufflu Punto,Benzin,Yarı Otomatik,156.248,2011,69.999 TL;
Toyota,Yaris,1.33 Style Red,2016 MODEL TOYOTA YARİS,Benzin,Yarı Otomatik,57.000,2016,106.500 TL;
Audi,A3,A3 Sedan 1.0 TFSI,DESTRA 2017 A3 SEDAN 1.0 TFSI DYNAMIC S-TRONIC FÜME METALİK,Benzin,Yarı Otomatik,102.500,2017,189.750 TL;
BMW,3 Serisi,320i ED Luxury Line Plus,55.000 TEMİZ 3.20,Benzin,Yarı Otomatik,55.000,2014,185.000 TL;
Peugeot,208,1.2 VTi Access,Sahibinden 51 bin Km Ateş kırmızısı 208,Benzin,Yarı Otomatik,51.040,2014,81.000 TL;
Peugeot,208,1.2 PureTech Access,OTOMATİK PEUGEOT -208- 2014 MODEL- 1.2 PURETECH BENZİN 40.000KM,Benzin,Yarı Otomatik,40.000,2014,83.500 TL;
Mercedes - Benz,E Serisi,E 250 CGI Premium,BOYASIZ TRAMERSİZ 2012 MODEL E250 CGI MERCEDES,Benzin,Yarı Otomatik,93.500,2012,277.000 TL;
Renault,Clio,1.2 Touch,ALTI YAŞINDA 52 BİNDE CLİO,Benzin,Yarı Otomatik,52.300,2013,94.000 TL;
Mercedes - Benz,C Serisi,C 180 Style,2014 Mercedes-Benz C180 Style 7G-Tronic TOUCHPAD G GÖRÜŞ İMZ SER,Benzin,Yarı Otomatik,130.000,2014,225.000 TL;
BMW,5 Serisi,520i Comfort Plus,Doktordan temiz bmw 520i,Benzin,Yarı Otomatik,105.000,2013,243.000 TL;
Mercedes - Benz,C Serisi,C 180 AMG 7G-Tronic,GARAGE 2016 MERCEDES BENZ C180 COUPE AMG/BURMESTER/CAM TAVAN,Benzin,Yarı Otomatik,76.808,2016,345.000 TL;
Honda,Civic,1.5i VTEC Sport Plus,KAMER DEN 2018 HONDA CİVİC 1.5 BENZINLI OTOMATİK SPORT PLUS,Benzin,Yarı Otomatik,20.000,2018,197.000 TL;
Renault,Clio,1.2 Turbo Joy,OTOMATİK & BOYASIZ & 40000km & GARANTİLİ,Benzin,Yarı Otomatik,40.000,2017,101.000 TL;
Seat,Leon,1.4 EcoTSI FR,2017 çıkışlı Fr kırmızı,Benzin,Yarı Otomatik,82.000,2016,164.500 TL;
Renault,Clio,1.0 TCe Joy,RAMMER.. 0 KM 2020 Model CLİO joy 1.0 TCE X-tronic GÖRÜŞ PAKETLİ,Benzin,Yarı Otomatik,40,2020,131.000 TL;
Opel,Astra,1.6 Essentia,BAYANDAN 44.000 KM OTOMATİK ASTRA,Benzin,Yarı Otomatik,44.000,2012,87.500 TL;
Audi,A4,A4 allroad quattro 2.0 TFSI,SAHİBİNDEN DOĞUŞ BAKIMLI,Benzin,Yarı Otomatik,91.000,2010,195.000 TL;
BMW,5 Serisi,520i Executive,'TUNCERHAN OTOMOTİV' HAYALET GÖST+VAKUM+ELE­KT.BAGAJ+NAVİ. ORJ KM,Benzin,Yarı Otomatik,84.000,2016,275.000 TL;
Seat,Ibiza,1.0 EcoTSI Style,UŞAK GARAGE 2017 SEAT IBIZA DSG HATASIZ,Benzin,Yarı Otomatik,25.500,2017,119.500 TL;
Seat,Leon,1.5 EcoTSI FR,Seat leon fr mat paket 2019,Benzin,Yarı Otomatik,9.000,2019,215.000 TL;
BMW,3 Serisi,320i ED Luxury Line Plus,NOT 2014 MODELDIR FUUL PAKETTIR,Benzin,Yarı Otomatik,84.500,2015,230.000 TL;
Renault,Clio,1.0 TCe Touch,OTOSEÇ'TEN 2020 CLİO 1.0 TCE TOUCH X-TRONİC 7076 KM,Benzin,Yarı Otomatik,7.076,2020,144.900 TL;
Volkswagen,Beetle,1.2 TSI Design,AYDIN BİLGİN'DEN NEW BETTLE 1.2 TSİ 105 HP. DESİNG. DSG. TAVAN.,Benzin,Yarı Otomatik,130.000,2013,149.000 TL;
Volkswagen,Golf,1.0 TSI Comfortline,Sahıbınden,Benzin,Yarı Otomatik,27.000,2019,182.500 TL;
Toyota,Auris,1.6 Comfort,Tokat'tan Seyit Kalkan'a opsiyonlanmıştır,Benzin,Yarı Otomatik,184.000,2009,73.500 TL;
Audi,A4,A4 Sedan 1.8 TFSI,ORAN'DAN AUDI A4 160 HP TABA DERİ SUNROOF LEDLİ FAR,Benzin,Yarı Otomatik,265.000,2009,117.500 TL;
Opel,Corsa,1.2 Essentia,OTOMODEL+DEN 110 BİN KM. OTOMATİK CORSA İYİ DURUMDA + TAKASLI,Benzin,Yarı Otomatik,110.000,2004,53.500 TL;
Citroën,C3,1.2 VTi Cool,2016 C3 1.2 VTİ COOL 44.000 KM BANKACIDAN SATILIK,Benzin,Yarı Otomatik,44.000,2016,95.500 TL;
Audi,A1,1.4 TFSI Ambition,2011 A1 1.4 TFSİ 122 HP F1 VİTES-EKRAN DİJİTAL KLİMA 93.000 KM,Benzin,Yarı Otomatik,93.000,2011,111.500 TL;
Audi,A3,A3 Sedan 1.0 TFSI,vitrin53 2017 A3 SEDAN 1.0 TFSI DYNAMİC CAM TAVAN+Bİ-XENON FAR,Benzin,Yarı Otomatik,37.000,2017,207.500 TL;
Volkswagen,Golf,1.4 TSI Comfortline,KAPORA ALINDI İST. HAYIRLI OLSUN,Benzin,Yarı Otomatik,39.000,2012,134.500 TL;
Volkswagen,Polo,1.0 TSI Comfortline,SAHİBİNDEN POLO DSG-SUNROOF,Benzin,Yarı Otomatik,5.250,2019,158.900 TL;
Mercedes - Benz,CLA,200 AMG,HURACAR'' MERCEDES-BENZ CLA 200 AMG GECE PAKET,Benzin,Yarı Otomatik,68.000,2015,240.000 TL;
Volkswagen,Jetta,1.2 TSI BlueMotion Comfortline,ihsan autodan,Benzin,Yarı Otomatik,43.000,2016,153.000 TL;
Renault,Clio,1.2 Extreme,OTOSTOR'DAN 2008 MODEL CLİO 1.2 16V EXTREME QUİCKSHİFT,Benzin,Yarı Otomatik,122.000,2008,56.500 TL;
Nissan,Micra,1.2 Punch,MERCANDAN DEĞİŞENSİZ SADECE 68 BİNDE MİCRA PUNCH,Benzin,Yarı Otomatik,68.000,2012,88.000 TL;
Peugeot,208,1.2 VTi Allure,ENES AUTO'dan PEUGEOT 208 OTOMATIK BAYAN ARACI HIZ SABTLEME NAVİ,Benzin,Yarı Otomatik,58.000,2013,66.750 TL;
Renault,Clio,1.0 TCe Icon,SANCAK TAN 2020 CLİO RS LİNE,Benzin,Yarı Otomatik,1.450,2020,168.500 TL;
BMW,3 Serisi,320i ED Sport Line,temiz kusursuz BMW,Benzin,Yarı Otomatik,70.930,2015,237.500 TL;
BMW,3 Serisi,318i M Joy,MAKYAJLI MAVİ 318İ///MSPORT +SUNROF+LEDXNEON­+RECARO+BLUETOT,Benzin,Yarı Otomatik,133.000,2016,218.750 TL;
Peugeot,208,1.2 PureTech Access,MES MOTORS ** PEJO 208 OTOMATİK VİTES + F1 ** KREDİ İMKANI,Benzin,Yarı Otomatik,135.000,2015,83.900 TL;
Opel,Corsa,1.2 Essentia,BAKIMLI 2004 MODEL OPEL CORSA 1.2 OTOMATİK VİTES 191.000KM,Benzin,Yarı Otomatik,191.000,2004,33.950 TL;
Volkswagen,Golf,1.4 TSI Highline,Sahibinden Temiz,Benzin,Yarı Otomatik,130.000,2010,107.250 TL;
Mercedes - Benz,E Serisi,E 180 Elite,ÇİL MOTORS**HATASIZ BOYASIZ TEK EL 120 BİNDE ELİTE,Benzin,Yarı Otomatik,119.000,2013,275.900 TL;
Volkswagen,Scirocco,1.4 TSI Sportline,2011_VW_SCİROCC­O_160_HP_OTOMAT İK_FIRSAT_ARACI,Benzin,Yarı Otomatik,128.000,2011,96.750 TL;
Honda,Jazz,1.3 Elegance,2019 enfull paket.,Benzin,Yarı Otomatik,3.800,2019,153.500 TL;
Mercedes - Benz,CLK,CLK 200 Komp. Avantgarde,DEĞİŞENSİZ TAKASLI,Benzin,Yarı Otomatik,305.000,2000,125.000 TL;
"Mini,Cooper,1.5 Türkiye Paketi,""2014 MİNİ COOPER 1,5 20 000 km OTOMATİK CAM TAVANLI"",Benzin,Yarı Otomatik,20.000,2014,172.000 TL";
Ford,Mondeo,1.5 Ecoboost Titanium,Extra Güvenlik Paketli 2015 Mondeo,Benzin,Yarı Otomatik,88.000,2015,168.000 TL;
Toyota,Corolla,1.6 Dream,ÖZEL RENK BOYA ÇİZİK EZİK LEKE YOKK YENİ_SİMGE_NİZ OTOM.İLK EL !,Benzin,Yarı Otomatik,19.000,2019,166.500 TL;
Volkswagen,Golf,1.5 TSI Comfortline,*YETKİLİ BAYİDEN 2019 VW GOLF 1.5 TSI DSG COMFORTL. ( 6.050 KM ),Benzin,Yarı Otomatik,6.050,2019,201.500 TL;
Volkswagen,Golf,1.4 TSI Comfortline,HATASIZ EXTRALI LANSMAN RENGİ,Benzin,Yarı Otomatik,183.000,2015,136.000 TL;
Volkswagen,Golf,1.5 TSI Comfortline,SAHİBİNDEN 1.5 TSİ GOLF,Benzin,Yarı Otomatik,2.400,2019,194.500 TL;
Mercedes - Benz,E Serisi,E 180 Elite,PARS AUTO07DEN 2015 MODEL E SERİSİ E180 106.000 KMDE,Benzin,Yarı Otomatik,106.000,2015,285.000 TL;
Ford,Fiesta,1.0 GTDi Titanium,İLK SAHIBİNDEN,Benzin,Yarı Otomatik,66.500,2016,107.000 TL;
Skoda,Fabia,1.2 TSI Style,ilk sahibinden hatasız temiz,Benzin,Yarı Otomatik,58.200,2016,119.000 TL;
Audi,A5,A5 Sportback 1.4 TFSI Sport,AUTO CESUR'DAN 2017 AUDI A5 1.4 TFSI SPORT,Benzin,Yarı Otomatik,39.991,2017,389.000 TL;
Volkswagen,Jetta,1.4 TSI BlueMotion Highline,ÇOBANOĞLU 2015 JETTA HİGHLİNE OTOMATİK 160HP LED XENON FAR,Benzin,Yarı Otomatik,38.000,2015,165.000 TL;
Volkswagen,Jetta,1.4 TSI BlueMotion Highline,ÇOBANOĞLU 2015 JETTA HİGHLİNE OTOMATİK 160HP LED XENON FAR,Benzin,Yarı Otomatik,38.000,2015,165.000 TL;
Dacia,Sandero,0.9 TCe Stepway Easy-R,BKR MOTORSDAN OTOMATİK SANDERO,Benzin,Yarı Otomatik,28.000,2016,77.000 TL;
BMW,5 Serisi,520i Comfort,BMW 520i Comfort 170 Ps Tam Dolu hatasız boyasız,Benzin,Yarı Otomatik,132.000,2013,252.000 TL;
Volkswagen,Golf,1.5 TSI Comfortline,Memurdan 2020 çıkışlı Sunrooflu Tornado Kırmızı Golf,Benzin,Yarı Otomatik,1.170,2019,225.000 TL;
Volkswagen,Scirocco,1.4 TSI Sportline,TEMİZ BAKIMLI 2013 MODEL VOLKSWAGEN SCIROCCO,Benzin,Yarı Otomatik,120.000,2013,128.000 TL;
"BMW,1 Serisi,116i Comfort,""TAMAMINA KREDİ , Bİ ZENON G.GÖRÜŞ HATASIZ BOYASIZ"",Benzin,Yarı Otomatik,129.000,2013,139.900 TL";
Skoda,Fabia,1.0 GreenTec Style,By ASRIN DSG 110 HP İLK EL BOYASIZ HATASIZ SADECE 29.000 KM,Benzin,Yarı Otomatik,29.000,2018,128.900 TL;
BMW,3 Serisi,320i ED Sport Line,Sahibinden çok temiz 320,Benzin,Yarı Otomatik,113.000,2014,230.000 TL;
Mercedes - Benz,E Serisi,E 200 AMG,ÇOBANOĞLU 2016 MERCEDES E200 AMG COMAND EKRAN CAM TAVAN HATASIZ,Benzin,Yarı Otomatik,52.000,2016,485.000 TL;
Volkswagen,Polo,1.0 TSI Highline,2018 POLO 1.0 TSİ HİGHLİNE DSG 19.000 KM ORJİNAL BOYASIZ HATASIZ,Benzin,Yarı Otomatik,19.000,2018,147.000 TL;
BMW,3 Serisi,320i ED Luxury Line Plus,N-CLASS AUTO DAN HATASIZ BMW,Benzin,Yarı Otomatik,125.000,2014,230.250 TL;
Volkswagen,Arteon,1.5 TSI R Line,2018 ÇIKIŞLI ARTEON R-LİNE ÖZEL RENK (ATLANTİK MAVİ) 48.000 KM,Benzin,Yarı Otomatik,48.000,2017,319.500 TL;
Mercedes - Benz,A Serisi,A 150 Polarstar,2007 MODEL MERCEDES-BENZ A 150 POLARSTAR CVT CCL'DEN,Benzin,Yarı Otomatik,100.760,2007,99.950 TL;
Volkswagen,VW CC,1.4 TSI Exclusive,sifir ayarinda hatasiz boyasiz hasar kayitsiz,Benzin,Yarı Otomatik,114.000,2015,159.000 TL;
Mini,Cooper,1.6 Türkiye Paketi,2005 MODEL CAM TAVANLI OTOMATIK MİNİ COOPER,Benzin,Yarı Otomatik,175.000,2005,66.500 TL;
Volkswagen,Scirocco,1.4 TSI Sportline,İLKİMDEN 2015 MODEL VW SCİROCCO 1.4 TSİ 160 HP DSG CAM TAVAN LED,Benzin,Yarı Otomatik,190.000,2015,153.000 TL;
BMW,5 Serisi,520i Executive Plus,BORUSAN BAKIMLI BORUSAN GARANTİLİ KAZASIZ BOYASIZ,Benzin,Yarı Otomatik,73.750,2016,325.000 TL;
Audi,A4,A4 Sedan 2.0 TFSI Quattro,acil satılık araç,Benzin,Yarı Otomatik,220.000,2005,85.000 TL;
Mercedes - Benz,E Serisi,E 180 Elite,E 180 ELİTE BOYASIZ DÜŞÜK KM DE,Benzin,Yarı Otomatik,83.000,2014,269.500 TL;
Volkswagen,Golf,1.4 TSI Midline,OTOMATİKKK,Benzin,Yarı Otomatik,174.500,2007,69.500 TL;
Toyota,Yaris,1.33 Cool,ELEGANS AUTODAN 2014 TOYOTA YARİS 50 BİNDE BOYASIZ OTOMATİK,Benzin,Yarı Otomatik,50.000,2014,115.000 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Comfortline,2013 KAZASIZ DEĞİŞENSİZ BOYASIZ PASSAT COMFORTLİNE OTOMATİK,Benzin,Yarı Otomatik,129.000,2013,142.500 TL;
Dacia,Sandero,0.9 TCe Stepway,MS CAR'DAN BOYASIZ 2016 DACİA SANDERO STEPWAY OTOMATİK 52.000KM,Benzin,Yarı Otomatik,52.000,2016,88.500 TL;
Mercedes - Benz,E Serisi,E 180 Edition E,CARMEN MOTORS'DAN MERCEDES E180 EDİTİON E 7G-TRONİC 156HP,Benzin,Yarı Otomatik,85.000,2015,249.500 TL;
BMW,3 Serisi,320i ED Sport Line,ROYAL MOTORS'TAN 2015 BMW 320 İ 170 HP SPORT LİNE MAKYAJLI(LCİ),Benzin,Yarı Otomatik,58.000,2016,245.000 TL;
Fiat,Punto,1.4 Easy S&S,Yüceloğlu MOTORS tan Fırsat Aracı otomatik,Benzin,Yarı Otomatik,83.000,2012,69.750 TL;
Opel,Corsa,1.2 Enjoy,OTOMATİK 2009 MODEL ENJOY OPEL CORSA,Benzin,Yarı Otomatik,115.000,2009,66.500 TL;
Mercedes - Benz,S Serisi,S 400 400 L,2016 / S 400 / Long / 4 Matic / 333 Hp / Koluman Çıkışlı...,Benzin,Yarı Otomatik,80.000,2016,1.450.000 TL;
Volkswagen,Jetta,1.4 TSI BlueMotion Comfortline,PARS AUTO07DEN 2017 MODEL 1.4TSİ BlueMotion DSG 105.000 KM HATSZ,Benzin,Yarı Otomatik,105.000,2017,155.500 TL;
BMW,3 Serisi,320i ED Sport Line,TR' DE TEK BEJ DERİ DÖŞEME İÇ DIŞ KOMPLE M///,Benzin,Yarı Otomatik,125.000,2014,231.500 TL;
BMW,3 Serisi,316i M Sport,HATASIZ -BOYASIZ - 69BİN KM- 2022 MAYIS MUAYENE GEÇERLİDİR,Benzin,Yarı Otomatik,69.000,2015,262.000 TL;
Volkswagen,Passat,1.4 TSI BlueMotion Highline,2017 PASAT 1.4 TSİ BMT 125 HP F1 DSG HİGHLİNE CAM TAVAN+HAYALET+,Benzin,Yarı Otomatik,41.000,2017,255.500 TL;
Volkswagen,Golf,1.2 TSI Comfortline,NISSAN ARTKIY DAN 2015 GOLF 1.2 TSİ COMF OTOMATİK,Benzin,Yarı Otomatik,90.270,2015,142.500 TL;
Porsche,Boxster,S,TOPRAKLAR OTOMOTİVDEN SATILIK PORSCHE BOXTER S HARTDOP LU,Benzin,Yarı Otomatik,167.000,2000,145.000 TL;
Toyota,Corolla,1.6 Advance,hatasız orjinal arayana,Benzin,Yarı Otomatik,76.000,2015,132.500 TL;
Seat,Ibiza,1.0 EcoTSI Style,2017 Model Seat İbiza,Benzin,Yarı Otomatik,42.293,2017,120.000 TL;
Volkswagen,Passat,2.0 FSI Comfortline,143 Binde 2005 Passat,Benzin,Yarı Otomatik,143.434,2005,65.000 TL;
Audi,A3,A3 Sportback 1.5 TFSI,^GMS^2020 300 KM DESİNG+PRESTİJ PAKET CAM TAVAN+DERİ FULL,Benzin,Yarı Otomatik,300,2020,258.000 TL;
Volkswagen,VW CC,1.4 TSI Exclusive,SAHİBİNDEN HATASIZ BOYASIZ TRAMERSİZ ÇİZİKSİZ,Benzin,Yarı Otomatik,50.000,2016,208.500 TL;
Volkswagen,VW CC,1.4 TSI 1.4,Boyasız Değişensiz Ağır bakımlı tertemiz yer uçağı,Benzin,Yarı Otomatik,152.000,2012,130.000 TL;
Volkswagen,Golf,1.4 TSI Highline,''ALAMUT OTOMOTİV'' 2016 VW GOLF HİGHLİNE DSG 33.000km BOYASIZ,Benzin,Yarı Otomatik,33.000,2016,179.750 TL;
BMW,1 Serisi,116i Comfort,PERA MOTORS DAN 2013 BMW 1.16İ 85 KM OTOMATİK-SUNROF LED ANGEL,Benzin,Yarı Otomatik,85.000,2013,139.750 TL;
Volkswagen,VW CC,1.4 TSI Exclusive,Dış R-line İç Exclusive VW CC,Benzin,Yarı Otomatik,148.000,2015,172.500 TL;
Volkswagen,Polo,1.2 TSI Comfortline,Düşük km Polo,Benzin,Yarı Otomatik,13.800,2016,89.000 TL;
